7813903903873939	Algoritmos em terapia intensiva pediátrica, neonatologia e emergências pediátricas. Ed Rev Atual
8712080023080689	Emergências Cirúrgicas Traumáticas e não traumáticas: condutas e algoritmos
211300683784278	Uma Introdução Sucinta a Algoritmos de Aproximação
2076226496164348	Métodos de Decomposição Parcial do Espectro de uma Matriz
2089233172729108	Introdução a algoritmos
2150972086881898	Introdução aos algoritmos randomizados
2150972086881898	Criptografia, Numeros Primos e Algoritmos
2414966243927098	Algoritmos
2741458816539568	Introdução à Mineração de Dados: Conceitos Básicos, Algoritmos e Aplicações
2800973010325998	Algoritmos Genéticos: uma aplicação na geração de tabelas de quantização YCbCr para o padrão JPEG e Avaliação de Artefatos de blocos
2835416571685218	Algoritmos Genéticos Uma Aplicação na Geração de Tabelas de Quantização YCbCr para o Padrão JPEG e Avaliação de Artefatos de Blocos
2880269661454528	PROGRAMAÇÃO LINEAR
2888641121265608	Grafos Conceitos, Algoritmos e Aplicações
2888641121265608	Programação Linear e Fluxos em Rdeds
2888641121265608	Otimização Combinatória e Meta-heurísticas: Algoritmos e Aplicações
3487530268089418	Análises multiobjetivo baseada em programação linear
3959416925693018	Métodos de otimização Randômica: Algoritmos Genéticos e Simulated Annelaing
3959416925693018	Métodos Estocásticos de Otimização: Algoritmos Genéticos e Evolução Diferencial
4298956315977258	Fundamentos de Análisis de Algoritmos
4324174661089348	Programação Linear: Um Primeiro Curso
4512658167877638	Uma Introdução Sucinta a Algoritmos de Aproximação
5620795941510888	MÉTODO DOS MÍNIMOS QUADRADOS COM APLICAÇÕES EM ENGENHARIA
6699185881827288	Programação linear
6800442072685268	Democracia e os códigos invisíveis: como os algoritmos estão modulando comportamentos e escolhas políticas
8775077428017258	Introdução 'a complexidade de algoritmos paralelos
8775077428017258	Desenvolvimento de algoritmos e estrutura de dados
8775077428017258	Introdução à Computação e à construção de algoritmos
8775077428017258	Desenvolvimento de Algoritmos e Complexidade de Computacao
9343283105180098	Controle das características geométricas de nanopartículas de prata: Algoritmos Genéticos, Microfluídica e Conformação Temporal de pulsos de lasers de femtossegundos como ferramentas
398022333968279	Algoritmos em Terapia Intensiva Pediátrica, Neonatologia e Emergências Pediátricas
1096789853293909	Tópicos em Algoritmos sobre Sequências
2708354422178489	Algoritmos evolucionários para otimização multiobjetiva: um estudo comparativo para projetos de redes ópticas
2913832716434829	Manual de Algoritmos e Formulas Uteis em Anestesiologia
4635320220484649	Lógica de Programação e Algoritmos
4711617551185819	Introdução aos Algoritmos: Notas de Aula
4967240163248619	Otimização Combinatória e Programação Linear: Modelos e Algoritmos
4967240163248619	Otimização Combinatória e Programação Linear: Modelos e Algorítimos
4967240163248619	Otimização Combinatória e Meta-Heurísticas: Algoritmos e Aplicações
4967240163248619	Programação Linear e Fluxos em Redes
5742885316028139	Programação Linear com aplicações em teoria de jogos e avaliação de desempenho (data envelopment analysis)
6034895056612739	Programação Linear: um primeiro curso
6042694480342149	Grafos: Teoria, Modelos, Algoritmos
6042694480342149	Grafos: Teoria, Modelos, Algoritmos (2a. edição)
6042694480342149	Grafos: Teoria, Modelos, Algoritmos (4a. edição)
6042694480342149	Grafos: Teoria, Modelos, Algoritmos (5a. edição)
6042694480342149	Grafos: Teoria, Modelos, Algoritmos (3a. edição)
7166345614901379	Algoritmos em Terapia Intensiva. Pediatria, Neonatologia e Emergências Pediátricas
7568520840965379	Data Mining: Conceitos, Técnicas, Algoritmos, Orientações e Aplicações
7813903903873939	Algoritmos em terapia intensiva pediátrica, neonatologia e emergências pediátricas
7936250443046799	Algoritmos
8413302716167289	Programação Linear
8607700007895519	Fretes e Frotas: Redução de Custos no Transporte Rodoviário de Cargas: Algoritmos e Sistemas para Redução de Custos
9093778207598219	Pesquisa operacional: Programação Linear Passo a Passo.
9306576520691089	Programação Linear (2a Edição)
9674541381385819	III Workshop de Algoritmos e Aplicações de Mineração de Dados, WAAMD´07
567347379417740	DIFERENCIAÇÃO DAS ESPÉCIES DE Eimeria PARASITAS DE OVINOS PELO USO DA REGRESSÃO LINEAR E ALGORITMOS MORFOLÓGICOS
3319849416288000	Uso de programação linear na produção de alevinos: estudo de caso
3319849416288000	Uso da programação linear na produção de alevinos: Estudo de Caso
4200591651892510	Estabilidade de algoritmos de integração temporal na análise dinâmica não-linear de treliças espaciais
9309934981626540	Algoritmos para o Problema não Capacitado de Fluxos com Custos Fixos nos Arcos: Uma Comparação Estatística
9309934981626540	Proposta de análise de desempenho de algoritmos para otimização de redes de filas M/G/c/K baseada em DOE
77386471839168	Previsão das propriedades físicas do papel kraft por espectroscopia no infravermelho próximo (NIR) e regressão por mínimos quadrados parciais (PLS)
107727024654188	Aprendendo a Construir Algoritmos através da Mediação Digital
107727024654188	Um estudo comparativo de algoritmos de criptografia de chave pública: RSA versus curvas elípticas
107727024654188	UMA ABORDAGEM CONSTRUTIVISTA NO ENSINO DE ALGORITMOS E LÓGICA DE PROGRAMAÇÃO COM O AUXÍLIO DE UMA FERRAMENTA GAMIFICADA
180042946685458	Otimização de Redes de Bragg em Fibra Usando Algoritmos Genéticos
192590447392368	Otimização Econômica da Exploração Agrícola para o Distrito de Irrigação Baixo Acaraú ? CE, Utilizando Programação Linear
192590447392368	Modelo de Programação Linear para Otimização Econômica do Projeto de Irrigação Baixo Acaraú - CE
356900895970548	Método dos mínimos quadrados ponderados na análise de grupos de experimentos
433008527802538	Gerenciamento de Redes de Sensores Sem Fio: uma visão sobre a Reprogramação Dinâmica
754166113568098	Metodos y Algoritmos Para la Correlación de Alarmas en Redes de Telecomunicaciones
853074551999988	Otimização da Operação de Reservatório pela Programação Dinâmica em um Processo de Decisão Markoviano
1035876028714358	PROPOSTA DE ALGORITMOS ALTERNATIVOS STREPTOCOCCUS ORALIS: ESTUDO NA DENTINA PROFUNDA
1259718090654218	Seleção e dimensionamento da frota de veículos rodoviários para o transporte principal de madeira, utilizando-se de programação linear não-inteira
1320324289662918	Desenvolvimento de um Software Educacional para o Ensino de Algoritmos, Estruturas de Dados e Programação
1320324289662918	Análise de Metodologias e Ambientes de Ensino para Algoritmos, Estruturas de Dados e Programação aos Iniciantes em Computação e Informática
1325247019367288	Modelo recursivo de Hall-Davis: algoritmos em BASIC e para HP-15C
1430848552649018	Programação Linear e o Problema do Sistema de Transporte Coletivo de Uberlândia
1531018187057108	Atenuação dos efeitos da ionosfera no posicionamento relativo gps de alta precisão utilizando a técnica dos mínimos quadrados penalizados.
1573064853226428	O ambiente virtual de aprendizagem atuando como ferramenta de apoio ao ensino presencial na disciplina de algoritmos
1694551613184958	Comparação entre a meta-heurística simulated annealing e a programação linear inteira no agendamento da colheita florestal com restrições de adjacência
1694551613184958	ALGORITMOS DE APRENDIZAGEM DE MÃ?QUINA NA MODELAGEM DA DISTRIBUIÃ?Ã?O POTENCIAL DE HABITATS DE ESPÃ?CIES ARBÃ?REAS
1766896412449188	Testes de Funções Objetivo Empregadas na Generalização de Modelos Digitais de Superfície com Algoritmos Genéticos
1769103030795618	PLANO DO CORTE DE PALMILHAS NA MELHORIA DO DESEMPENHO PRODUTIVO: UMA APLICAÇÃO DE PROGRAMAÇÃO LINEAR INTEIRA
2020621017959518	AVALIAÇÃO DA RESTRIÇÃO DA EMPRESA ATRAVÉS DA TEORIA DAS RESTRIÇÕES E DA PROGRAMAÇÃO LINEAR: UM ESTUDO DE CASO DE MAXIMIZAÇÃO DE LUCRO PARA EMPRESA DE SERVIÇO DE CORTE E DOBRA DE AÇO
2266045393321248	Utilização da plataforma Arduino para a solução de problemas por alunos da disciplina de Introdução à Engenharia Elétrica e Algoritmos e Lógica de Programação do IFPB
2294602229519458	Aplicação de algoritmos de aprendizagem de máquina para mineração de dados sobre beneficiários de planos de saúde suplementar
2341184189645578	ProGenIS: Uma sistema para desenvolvimento de Algoritmos Genéticos Paralelos utilizando o Modelo de Ilhas
2479982770095588	Experimento paramétrico de uma fachada interativa por meio de algoritmos gráficos
2530325413796068	Uma Proposta para Otimização de Sistemas de Transporte Coletivo por Algoritmos Genéticos
2560124974329248	Controle da diversidade da populaÃ§Ã£o em algoritmos genÃ©ticos aplicados na prediÃ§Ã£o de estruturas de proteÃ­nas
2619522750013308	Minimização dos custos de transporte rodoviário florestal através do uso da programação linear e otimização do processo
2619522750013308	Minimização dos custos de transporte florestal com a utilização da programação linear
2619522750013308	Minimização dos custos de transporte rodoviário florestal através do uso da programação linear e otimização do processo
2622198823346358	Emergência de Sincronicidade em uma Rede Auto-Organizável de Neurônios Pulsantes: Uso de Algoritmos Genéticos para a Sintonia do Modelo
2744331465326048	Geometrias substitutas determinadas por redes neurais artificiais e comparadas com o método dos mínimos quadrados
2762752291082988	Desenvolvimento de operador matemático para algoritmos de otimização heurísticos com codificação real aplicado a problema de geoprospecção
2764240045623948	Implementação de Algoritmos das Famílias Simplex, Elipsóides e Pontos Interiores para Programação Linear
2767494720646648	Classificação do uso/cobertura da terra por meio de algoritmos não paramétricos comparados ao classificador de máxima verossimilhança
2800973010325998	Tabela de Quantização para Imagens Coloridas (RGB) Usando Algoritmos Genetícos
2888641121265608	Algoritmos Transgenéticos na Solução do Problema Quadrático de Alocação
2888641121265608	Algoritmos Evolucionários na Determinação da Configuração de Custo Mínimo de Sistemas de Co-geração de Energia com Base no Gás Natural
3010818143250408	Comparação de Seis Algoritmos para a Determinação da Difusividade Térmica de um Latossolo Amarelo
3019960943906298	Comparação e desempenho de algoritmos paramétricos na classificação supervisionada de áreas naturalmente heterogêneas e dinâmicas
3047832504848268	Algoritmos Genéticos Aplicados ao Projeto de Concepção de Submarinos
3071039194694398	Aprendendo a construir algoritmos através da mediação digital
3071039194694398	Avaliando a Dimensão Afetiva para Apoio ao Processo de Aprendizagem na  Disciplina de Algoritmos: um Estudo de Caso
3071039194694398	Problematização aplicada ao ensino de algoritmos: uma análise dos fatores associados a motivação dos estudantes
3090969413342098	Uma Arquitetura Baseada em Agentes, Ontologias e Metaheurísticas Aplicada ao Servidor Multimídia do SBTVD
3090969413342098	Um modelo computacional baseado em metaheurísticas aplicado a Transmissão Internet Protocol Television (IPTV)
3090969413342098	Aplicação de Metaheurísticas na Abordagem do Problema de Otimização do Ciclo de Montagem de uma Insersora Automática de Componentes
3094470512414488	Comparação entre a meta-heurística simulated annealing e a programação linear inteira no agendamento da colheita florestal com restrições de adjacência
3138898469532698	Técnicas metaheurísticas aplicadas na otimização de parâmetros em um modelo probabilístico de gestão de estoques
3138898469532698	Algoritmos de busca aplicados na estimação de parâmetros em um modelo probabilístico de gestão de estoque
3138898469532698	Algoritmos genéticos na estimação de parâmetros em gestão de estoque
3138898469532698	Uso de algoritmos genéticos em problemas de roteamento de redes de computadores
3221984748383088	Programação Dinâmica Aplicada à Finanças
3232330829280658	Utilização do software GeoGebra para aproximar funções através de mínimos quadrados
3238771623742678	Usando algoritmos e ábaco no estudo do sistema de numeração decimal em um curso de Pedagogia
3254003289054368	Otimização Estocástica por meio de dois problemas de programação linear com coeficientes aleatórios
3254003289054368	Desenvolvimento de algoritmos matemáticos aplicados em confiabilidade estrutural
3311439131550698	Algoritmos para Segmentação da Pele Utilizando Modelo de Cores RGB em
3329422192150708	USO E COBERTURA DA TERRA APOIADOS EM ALGORITMOS BASEADOS EM APRENDIZADO DE MÁQUINA: O CASO DE MARIANA - MG
3379906315883988	Estudo dos Algoritmos Evolutivos: PSO e ACO
3388743073356198	Utilização da Técnica dos Mínimos Quadrados e Integração Numérica no Cálculo Computacional de Área em Imagens Bidimensionais
3493318191150938	Selección determinística y cruce anular en algoritmos genéticos: aplicación a la planificación de unidades térmicas de generación
3499704308301708	Algoritmos de Aprendizado de Máquina para classificação de soja em imagens Landsat-8
3543161568907178	Um estudo comparativo dos algoritmos de controle de admissão RED e Drop Tail sobre um modelo de servidor Web distribuído
3554447149096438	Método de Mínimos Quadrados Baseado em Acústica Geométrica para a Estimação do Ponto Focal de Feixes Ultra-Sônicos
3559042497669898	Otimização de Algoritmos de Processamento de Imagens Médicas Utilizando a Computação Paralela
3602228236232788	Um Ambiente para Implementação de Algoritmos de Traçado Automático de Grafos
3629594575120398	O que Fazer e o que Não Fazer com a Regressão: pressupostos e aplicações do modelo linear de Mínimos Quadrados Ordinários (MQO)
3666565879301548	Estranhar os algoritmos: Stranger Things e os públicos de Netflix
3941189815269648	Um estudo sobre a Selecao de Areas Adaptativas de Desenvolvimento Agricola usando Algoritmos Geneticos Aplicados a mais de uma Cultura
3959416925693018	Aplicação de Algoritmos Genéticos para Projeto Ótimo de Manipuladores 3R Considerando Envoltórias Regulares
3959416925693018	OTIMIZAÇÃO DE COLUNAS SEMI-ENTERRADAS UTILIZANDO ALGORITMOS GENÉTICOS E EVOLUÇÃO DIFERENCIAL: UM ESTUDO COMPARATIVO
3960175537782348	Experimentação Prática do Uso da Arquitetura de Processamento Gráfico Nvidia CUDA para Aumento da Eficiência de Algoritmos de Estimativa de Movimento em um Codificador de Vídeo H.264
4019702672180078	Modelo de programação linear para seleção de pulverizadores agrícolas de barras.
4019702672180078	Logística da exportação de carne bovina: uma aplicação em programação linear
4019702672180078	Estudo de ocupação econômica em área agrícola na região de Piracicaba-SP, incluindo risco através de programação linear
4061800207647478	Desempenho de algoritmos classificadores em imagens Landsat - 8 para mapeamento de soja e milho
4085686020054668	Em busca de um conhecimento emancipação no ensino de matemática elementar: os algoritmos
4254166557545108	Configuração de algoritmos de aprendizado de máquina na modelagem florestal: um estudo de caso na modelagem da relação hipsométrica
4296339343493358	Desempenho de Algoritmos de Aprendizagem por Reforço sob condições de Ambiguidade Sensorial em Robótica Móvel
4436860841275628	Padronização de algoritmos para metrologia de precisão: uma necessidade
4479772116174558	Aprendizagem em solução de problemas: A utilização de Programação Linear para determinar melhor opção de compra de softwares com limitação de recursos.
4509885782390778	Planejamento de um sistema agrícola utilizando programação linear: Estudo de caso.
4596070495522738	Desenvolvimento de algoritmos computacionais para quantificação de estruturas pulmonares
4726389055118458	APRIMORAMENTO DA PRODUTIVIDADE DE SISTEMAS DE MANUFATURA E APLICAÇÃO DE ALGORITMOS GENÉTICOS NA SOLUÇÃO DE PROBLEMAS DE AGRUPAMENTOS CELULARES
4797383826968448	Análise da Complexidade de Algoritmos de Ordenação
4873901371931398	Modelo de Programação Linear Inteira Mista para o Dimensionamento Ótimo de uma Termelétrica - Estudo de Caso: Termelétrica do Complexo Logístico do Açu
4873901371931398	ANÁLISE BIBLIOMÉTRICA DA PRODUÇÃO CIENTÍFICA SOBRE PROBLEMAS DE LOCALIZAÇÃO UTILIZANDO AS METAHEURÍSTICAS ALGORITMOS GENÉTICOS E GRASP
4990872904129598	Alocação de Água e Combinação de Atividades Pela Programação Linear Em Um Projeto Hidroagrícola No Municipio de Guaira (Sp).
5019599234205358	Acelerando a busca pelo elemento ótimo em algoritmos baseados em quantização vetorial
5192533875584788	Teste de Desempenho de algoritmos de Criptografia: Comparando AES, DES e RSA
5309189687577128	Uma aplicação da programação linear na definição de fluxos de resíduos sólidos urbanos
5309189687577128	ENSINO DE PROGRAMAÇÃO LINEAR: IMPLEMENTO DAS REALIDADES ACADÊMICAS E PROFISSIONAIS
5324984796978878	Programação linear na simulação e tomada de decisão em um sistema de produção animal
5403381522056798	Análise da respota em regime transitório e permanente de algoritmos para filtragem digital utilizados em relés numéricos: Velocidade de convergência, overshoot e sensibilidade em relação a constante de tempo
5415046018018708	Algoritmos Genéticos aplicados na cinemática inversa de manipulador robótico com 4 graus de liberdade
5415046018018708	Algoritmos Genéticos aplicados na cinemática inversa de manipulador robótico com 4 graus de liberdade
5415046018018708	Algoritmos Genéticos aplicados na cinemática inversa de manipulador robótico com 4 graus de liberdade
5479882786360858	Algoritmos PMV-MBPC para conforto térmico em edificações e aplicação em uma célula-teste
5543223323634478	Metabolômica baseada em RMN de 1H e no método dos mínimos quadrados parciais discriminante
5575237386798588	Mineração de texto: Análise comparativa de algoritmos
5713468691984238	O uso da programação dinâmica pela contabilidade de custos na otimização de recursos escassos
5713468691984238	Seleção de investimentos com otimização de recursos escassos através de um modelo de integração entre a programação dinâmica e o EVA
5713468691984238	Análise de restrições produtivas por meio do custeio baseado em atividades e da programação dinâmica
6019946865210218	Una comparación entre métodos estadísticos clásicos y técnicas metaheurísticas en el modelamiento estadístico
6226840059250418	Uso da Programação Linear no Planejamento da Produção de Alevinos: Estudo de Caso
6361473524695838	Ajustamento de observações: uma interpretação geométrica para o método dos mínimos quadrados
6430129533142328	Algoritmos em processamento de imagens de medicina nuclear
6517814177605848	Aplicação da programação dinâmica na substituição de equipamentos.
6623293266590478	Desenvolvimento de sistema web para prática e gestão de exercícios de algoritmos
6766556258983738	Arquitetura para Armazenamento de Dados de Histórico de Processos Petroquímicos Utilizando como Técnicas de Compressão os Algoritmos Swing Doors e Boxcar Backslope
6800442072685268	Governo dos algoritmos
6893941321946438	Aplicação de Algoritmos Genéticos em Projetos de Pequenos Circuitos Elétricos
6903653527541008	Calibração de Modelo de Fluxo Subsuperficial em Escala Menor Adotando os Algoritmos NSGA II, PADDS E MOPSO
6978567037098928	Mineração de Regras para Classificação de Oncogenes Medidos por Microarray Utilizando Algoritmos Genéticos
7114412735990678	Usando algoritmos e ábaco no estudo do sistema de numeração decimal em um curso de Pedagogia
7180879644760038	Método dos Mínimos Quadrados com Regressão Wavelets para Redução de Erros no Processamento de Sinais GPS
7222237836912088	Modelagem de Equações Estruturais com Mínimos Quadrados Parciais: um Exemplo daAplicação do SmartPLS® em Pesquisas em Contabilidade
7266011798625538	Uma Classe de Algoritmos Aproximativos Decrescentes para o Problema Bin-Packing
7266011798625538	Uma Abordagem sobre Estratégias Metaheurísticas
7266011798625538	Algoritmos e Estratégias e Solução para o Problema do Gerenciamento de Sondas de Produção Terrestre na Bacia Petrolífera Potiguar
7289388532343968	Estratégias Setoriais Ótimas para a Economia Brasileira: Exemplo de Um Problema de Programação Dinâmica
7385513202520568	Proposta de aplicação de Algoritmos Genéticos para resolução do Problema operacional portuário de alocação de navios em berços
7385513202520568	Heurística Para a Resolução do Problema de Alocação de Navios em Berços Usando Algoritmos Genéticos
7451819690732578	Módulo de elasticidade em vigas de madeira de dimensões estruturais pelo método dos mínimos quadrados
7606353024542498	Identificação de danos utilizando utilizando o método do erro com diferentes algoritmos de minimização.
7625445154639508	Otimização da receita no perímetro irrigado de Sousa-PB via programação linear
7625445154639508	Simulação, via Programação Linear Seqüencial com Artifícios de Linearização, para Sistema de Recursos Hídricos Parte 1 e Parte 2: Modelo e Aplicação.
7677311541726478	Identificação de Fontes Sonoras Via Algoritmos Genéticos
7702402344957598	Modelo de Programação Linear Inteira Mista para o Dimensionamento Ótimo de uma Termelétrica - Estudo de Caso: Termelétrica do Complexo Logístico do Açu
7794068120475468	MÓDULO DE VALIDAÇÃO CRUZADA PARA TREINAMENTO DE REDES NEURAIS ARTIFICIAIS COM ALGORITMOS BACKPROPAGATION E RESILIENT PROPAGATION
7794068120475468	Módulo de validação cruzada para treinamento de redes neurais artificiais com algoritmos de treinamento backpropagation e resilient propagation
7955837132687218	Metodos y Algoritmos para Correlación de Alertas en Redes de Telecomunicaciones
8066818091120178	Mineração de Informações em Portais Colaborativos: possibilidade da busca de padrões através de algoritmos em portal wiki
8066818091120178	Mineração de Informações em Portais Colaborativos: possibilidade da busca de padrões através de algoritmos em portal wiki
8074052644801438	Algoritmos para o Problema Não-Capacitado de Fluxos com Custos Fixos nos Arcos: Uma Comparção Estatística
8123730015367398	Programação linear para formulação de pasta de vegetais e operação de secagem em leito de jorro
8192710273613628	Algoritmos genéticos (AG's) para a Otimização de Controladores Nebuloso
8324937657941048	Um Arcabouço para Desenvolvimento de Algoritmos da Análise Formal de Conceitos
8674524896610938	AVALIAÇÃO DA AQUISIÇÃO DE UM ATIVO DE TECNOLOGIA DA INFORMAÇÃO ATRAVÉS DO MÉTODO DOS MÍNIMOS QUADRADOS DE MONTE CARLO
8674524896610938	Avaliação dos métodos de Grant, Vora e Weeks e dos mínimos quadrados na determinação do valor incremental do mercado de carbono nos projetos de geração de energia elétrica no Brasil
8907396864751418	Complexidade de Algoritmos: Teoria e Prática
8988734339185408	Logirunner: um Jogo de Tabuleiro como Ferramenta para o Auxílio do Ensino e Aprendizagem de Algoritmos e Lógica de Programação
9002277319801098	Algoritmos Genéticos e Conjuntos Difusos Aplicados ao Controle de um Processo Térmico
9002277319801098	Aplicação de algoritmos de aprendizagem de máquina para mineração de dados sobre beneficiários de planos de saúde suplementar
9032220109730468	Utilização de Sistemas de Informações Geográficas, softwares e algoritmos de modelagem para geração de modelos de distribuição geográfica potencial de espécies de macrófitas aquáticas em bacias hidrográficas.
9214712966453298	Escalonamento de Horários Acadêmicos Utilizando Algoritmos Genéticos
9217577296048418	Desenvolvimento de algoritmos computacionais para identificação de elétrons para o experimento atlas
9223644407644508	APLICAÇÃO DE ALGORITMOS GENÉTICOS PARA O PLANEJAMENTO DE GERAÇÃO DISTRIBUÍDA EM SISTEMAS DE DISTRIBUIÇÃO
9259641788509148	Emprego da Programação Linear na análise do Custeio Variável: um estudo de caso em uma indústria de vulcanizados
9307765285533638	Validação dos algoritmos de cálculo de dose do sistema de planejamento XiO® considerando as correções para heterogeneidade dos tecidos
9453957727858258	Estudio comparativo de algoritmos basados  en cúmulo de partículas para resolver el  problema de empaquetamiento en placas
9467821670419268	Modelagem paramétrica e desempenho da edificação: otimização baseada em simulação luminosa e energética através de algoritmos genéticos
9479801378014588	Avaliação dos processos erosivos pela Equação Universal de Perdas de Solos com Algoritmos do SPRING.
9479801378014588	Avaliação dos Processos Erosivos através da Equação Universal de Perdas de Solos, Implementada com Algoritmos em LEGAL
9479801378014588	Avaliação do processo erosivo pela Equação Universal de Perda de Solos com algoritmos do SPRING - Estudo de Caso: Microbacia do Arroio Marcondes, RS.
9479801378014588	Avaliação dos Processos Erosivos Através da Equação Universal de Perdas de Solos, implementada com algoritmos em legal
9492728853267318	Controladores Auto-Ajustaveis Linear e Nao Linear Aplicados A Um Processo Nao Linear: Algoritmos e Resultados.
9492728853267318	Projeto e Análise de uma Rede Neural para Resolver Problemas de Programação Dinâmica
9640543272532398	Determinação de cronograma de manutenção preventiva utilizando algoritmos genéticos
9641517111540508	TESTE DE ALGORITMOS DE CLASSIFICAÇÃO PARA A ANÁLISE TEMPORAL DE USO E OCUPAÇÃO DO SOLO NO MUNICÍPIO DE SÃO GABRIEL &#45; RS
9641517111540508	USO E COBERTURA DA TERRA APOIADOS EM ALGORITMOS BASEADOS EM APRENDIZADO DE MÁQUINA: O CASO DE MARIANA - MG
9641517111540508	DESEMPENHO DE ALGORITMOS PARA CONTAGEM AUTOMÁTICA DE ÁRVORES JOVENS E ADULTAS A PARTIR DE DADOS VANT
9809874053943708	Análise comparativa dos algoritmos de clusterização k-means e fuzzy c-fuzzy com uso de dados oriundos do plantio de cana-de-açucar
9858189664859918	Algoritmos racistas: a hiper-ritualização da solidão da mulher negra em bancos de imagens digitais
122307432250869	DETECÃ?Ã?O E RECONHECIMENTO DE OBJETOS EM IMAGENS UTILIZANDO ALGORITMOS DE EXTRAÃ?Ã?O DE PONTOS CHAVE
122307432250869	APLICAÇÃO DE ALGORITMOS GENÉTICOS NA CONSTRUÇÃO DE GRADES DE HORÁRIOS
149134194151779	Planejamento de dietas para restaurantes universitários utilizando programação linear inteira e programação por metas
257744922714589	Otimização do uso da água no perímetro irrigado do Gorutuba, utilizando-se a técnica da programação linear
257744922714589	Regulação de florestas equiâneas utilizando programação linear: uma aplicação da teoria do modelo I
283817427921969	Algoritmos e cosmopolíticas - A política de censura à nudez no Facebook e o regime de poder dos algoritmos
283817427921969	Algoritmos como um devir: uma entrevista com Taina Bucher
419338473025249	Mineração de Informações em Portais Colaborativos: possibilidade da busca de padrões através de algoritmos em portal wiki
448891472280429	Projeto e Análise de Uma Rede Neural Para Resolver Problemas de Programação Dinâmica
535211732373749	Timetabling com algoritmos genéticos: resultados, restrições e exploração do paralelismo
616388167803999	Aprimorando o Uso de Algoritmos Genéticos na Geração de Regras de Associação , In: RPEP UFF 2003 (Qualis LA)
638632787682079	UMA ANÁLISE DE ALGORITMOS DE CONSENSO PARA BLOCKCHAIN VISANDO À IMPLEMENTAÇÃO DE SISTEMAS DE INFORMAÇÃO DISTRIBUÍDOS TRANSPARENTES
662904505865499	Tratamento farmacológico do transtorno de personalidade limítrofe: revisão crítica da literatura e desenvolvimento de algoritmos
691141675196929	Problema de Deslocamento de Viaturas Militares pela Rede Ferroviária Federal(Uma Abordagem em Programação Linear)
764678608977669	Análise Comparativa de Alguns Algoritmos de Localização Digital de Faltas em Linhas de Transmissão
771979615612599	Algoritmos de Integração de Tensões baseados em Modelos Reológicos Viscoelásticos com Envelhecimento.
