ID-Lattes	Título	Ano	DOI	Veículo	ISSN	Volume	Fascículo	Serie	P-inicial	P-final	Palavras-chave	Autores	Quantidade-autores
5736078976141563	Concentration of Ownership and Control as a Governance Mechanism in the Brazilian Financial System	2006		Corporate Ownership & Control (Print)	17279232	3	4		135	143	['Corporate ownership', 'Control', 'financial system', 'Brazil']	GONÇALVES, C. A.; PARDINI, Daniel J.	2
5736078976141563	A última disciplina da administração: um estudo didático e integrado de um modelo de planejamento estratégico	2005		Pretexto (Belo Horizonte)	1517672X	6	1		11	32	['Planejamento estratégico', 'Administração estratégica', 'Processos']	GONÇALVES, C. A.; OLIVEIRA, Daniela Ferro de	2
5736078976141563	Competitividade e Inovação Influenciando o Crescimento Empresarial: a perspectiva dos empreendedores de empresas de base tecnológica	2006		RPA Brasil (Maringá)	18071147	2	5		55	62	['Estratégia', 'Competitividade', 'Inovação Tecnológica', 'Empresa de base tecnológica']	GONÇALVES, C. A.; PAIVA JÚNIOR, Fernando Gomes de	2
5736078976141563	Análise discriminante das relações entre fatores estratégicos, indústria e desempenho em organizações brasileiras atuantes na indústria manufatureira	2008		RAC. Revista de Administração Contemporânea	14156555	12		2	287	311	[]	GONÇALVES, C. A.; DIAS, A. T.; MUNIZ, Reynaldo Maia	3
5736078976141563	Fatores Estratégicos e Desempenho de Empresas em Ambientes Turbulentos: o Caso das Companhias Brasileiras Abertas no Período 1996-2001	2007		RAC Eletrônica (Online)	19815700	1		3	86	106	[]	DIAS, A. T.; GONÇALVES, C. A.; COLETA, Karina Andrea Pereira Garcia	3
5736078976141563	Experiências Virtuais no Aprendizado de Administração	2007		Revista de Ciências da Administração (CAD/UFSC)	15163865	9		19	127	146	[]	AMÂNCIO, Jessé Alves; GONÇALVES, C. A.; GOSLING, Marlusa; GONÇALVES FILHO, Cid	4
5736078976141563	Mensuração do perfil empreendedor e seu impacto no desempenho das pequenas empresas	2007		Revista de Negócios	14133849	12		3	29	44	['perfil empreendedor', 'potencial empreendedor', 'desempenho estratégico']	GONÇALVES FILHO, Cid; VEIT, Mara; GONÇALVES, C. A.	3
5736078976141563	Macroeconomic Context, Relationships with Stockholders and Strategic Factors in the Determination of Brazilian Corporations? Performance	2007		Latin American Business Review (Binghamton)	10978526	8		3	1	23	[]	DIAS, A. T.; GONÇALVES, C. A.	2
5736078976141563	Mensuração do desempenho estratégico na lógica do Modelo STROBER: uma análise no setor de revenda automotiva	2007		Pretexto (Belo Horizonte)	1517672X	VIII		2	79	100	[]	DIAS, A. T.; GONÇALVES, C. A.; SILVA, C. J.	3
5736078976141563	Correlação entre satisfação do consumidor e desempenho organizacional	2007		Pretexto (Belo Horizonte)	1517672X	8		1	9	24	[]	SILVA, E. M.; GONÇALVES, C. A.	2
5736078976141563	Governance and Organizational Structure: an analysis of SUS after the concretion of the Brazilian Sanitary Reform	2008		Corporate Ownership & Control (Print)	17279232	6		2	189	201	[]	GONÇALVES, C. A.; BARBOSA, L. F. A.; GONÇALVES, M. A.; MUNIZ, Reynaldo Maia; PARDINI, D. J.	5
5736078976141563	A última disciplina da Administração: um estudo didático e integrado de modelo de planejamento estratégico	2008		Revista de Administração da UFSM	19834659	1			225	240	[]	OLIVEIRA, Daniela Ferro de; GONÇALVES, C. A.	2
5736078976141563	Manifestações simbólicas nas relações intra e interorganizacionais	2008		E & G. Economia e Gestão	16788982	8		17	25	40	[]	PARDINI, D. J.; GONÇALVES, C. A.; KILIMNIK, Zélia Miranda	3
5736078976141563	Programas de relacionamento: uma avaliação multi-setorial envolvendo satisfação, lealdade e custos de mudança segundo a percepção dos clientes	2008		Revista do Centro de Ciências Administrativas (UNIFOR)	14140896	14		2	338	349	[]	JÚNIOR MOURA, A. L.; REIS NETO, M. T.; MAIA, R. S.; GONÇALVES, C. A.	4
5736078976141563	O impacto da inovação e da gestão do conhecimento de marketing no desempenho de novos produtos no mercado	2008		RAI. Revista de Administração e Inovação	18092039	5		2	5	28	[]	CID, G. F.; GONÇALVES, C. A.; PARDINI, D. J.	3
5736078976141563	Qualidade, satisfação e comprometimento: um estudo nas relações BtoB na indústria de eletricidade	2008		Revista de Ciências da Administração (CAD/UFSC)	15163865	10		22	298	312	[]	OLIVEIRA, L.J.; GONÇALVES FILHO, Cid; GONÇALVES, C. A.; SOUKI, Gustavo Quiroga	4
5736078976141563	A dinâmica da aprendizagem intra e interorganizacional: perspectivas em estratégias cooperativas e competitivas utilizando as tipologias de Exploration e Exploitation	2008		E & G. Economia e Gestão	16788982	8			22	35	[]	PARDINI, D. J.; SANTOS, R. V.; GONÇALVES, C. A.	3
5736078976141563	Water resources governance: a study of the stakeholder perceptions in the state of Minas Gerais	2009		Corporate Ownership & Control	17279232	6		3	407	422	[]	PARDINI, Daniel J.; GONÇALVES, C. A.; GONÇALVES, Márcio Augusto	3
5736078976141563	Competências essenciais como fator determinante de competitividade em ambientes hiper-competitivos: um estudo no setor de telefonia celular de Minas Gerais	2009		REGE. Revista de Gestão USP	18092276	16		1	51	67	[]	RIBEIRO, J. A.; GONÇALVES, C. Alberto; GONÇALVES, C. A.; SOUZA, G. F. M.; BORGES, F. R. F.; BARAKAT, L. L.; VEIGA, Ricardo Teixeira	7
5736078976141563	Previsão de comportamentos do consumo usando a personalidade	2009		RAE Eletrônica (Online)	16765648	8		2	13		[]	MONTEIRO, P. R. R.; VEIGA, Ricardo Teixeira; GONÇALVES, C. Alberto; GONÇALVES, C. A.	4
5736078976141563	A inovação e o design estético na geração de capacidades dinâmicas: um estudo de caso BTOB	2008		Pretexto (Belo Horizonte)	1517672X	9		2	9	38	[]	GONÇALVES, C. Alberto; GONÇALVES, C. A.; BRANDAO, E. A.; MUNIZ, Reynaldo Maia	4
5736078976141563	Modelagem por Equações Estruturais: conceitos e aplicações	2003		Faces (FACE/FUMEC)	15178900	2		2	83	95	[]	GOSLING, Marlusa; GONÇALVES, C. Alberto; GONÇALVES, C. A.	3
5736078976141563	Análise de modelos de valor de cliente por toda a vida e influências na rentabilidade organizacional	2007		Faces (FACE/FUMEC)	15178900	6		1	38	50	[]	TEIXEIRA, Luiz Antônio Antunes; GONÇALVES, C. Alberto; GONÇALVES, C. A.; DOMINGUES, J. Roberto; SILVA, J. T. M.	5
5736078976141563	Terceirização de serviços: um estudo exploratório em hospitais	2007		Pretexto (Belo Horizonte)	1517672X	8		3	37	51	[]	FELIX, D.; GONÇALVES, C. Alberto; GONÇALVES, C. A.; GONÇALVES FILHO, Cid	4
5736078976141563	Análise de um alinhamento estratégico a partir da combinação das FOFAS com os FCS	2002		Faces (FACE/FUMEC)	15178900	1		2	67	96	[]	GONÇALVES, C. Alberto; GONÇALVES, C. A.; MOREIRA, J. C.; OLIVEIRA, Daniela Ferro de; FERREIRA, Renata Fabiana; COLETA, Karina Andrea Pereira Garcia	6
5736078976141563	Mensurando a qualidade de serviços logísticos e intenções comportamentais de varejistas: Um estudo empírico na indústria de refrigerantes	2009		Revista Alcance (Online)	1983716X	16		03	404	425	['Administração', 'Serviços', 'Logística']	GONÇALVES FILHO, Cid; GONÇALVES, C. Alberto; GONÇALVES, C. A.; LADEIRA, Marcelo Bronzo; SOUKI, Gustavo Quiroga	5
5736078976141563	O pensamento do estrategista: fatores que asseguram a tomada de decisões estratégicas nas pequenas e médias empresas	2009		Revista Iberoamericana de Estratégia	21760756	08		02	63	84	['Desempenho organizacional', 'Pensamento estratégico', 'Método repertório Grid']	DALLA, W. D.; GONÇALVES, C. A.; MUNIZ, Reynaldo Maia	3
5736078976141563	Comprometimento: um ensaio conceitual do construto	2008		Administração de Empresas em Revista	16769457	VII		7	23	59	['Comprometimento organizacional']	CARNEIRO, Claudia L.; REIS, M. T.; GONÇALVES, C. Alberto; GONÇALVES, C. A.	4
5736078976141563	Formação cultural como construto de ligação entre visão empreendedora e ação estratégia	2009		Revista ANGRAD	15185532	10		04	133	156	['Mudança cultural', 'Visão empreendedora', 'Processo estratégico']	PARDINI, D. J.; GONÇALVES, C. A.; ALVES, P. S. M.	3
5736078976141563	Valor das Marcas (Brand Equity) para o Consumidor: Desenvolvimento e Validação de um Instrumento de Mensuração no Setor Automotivo.	2009		RECADM : Revista Eletrônica de Ciência Administrativa	16777387	08			80	108	[]	CID, G. F.; GONÇALVES, C. Alberto; GONÇALVES, C. A.; SOUKI, Gustavo Quiroga	4
5736078976141563	Geração de vantagens competitivas sustentáveis por meio do empreendedorismo corporativo	2009		Revista MultiFace	19821735	3			37	47	[]	FARIA, A. A.; GONÇALVES, C. Alberto; GONÇALVES, C. A.; SOUZA, G. F. M.; FLORENTINO, M. V.	5
5736078976141563	Sinais de Baixa Freqüência e a Estratégia de Retenção de Clientes	2010		REGE. Revista de Gestão USP	18092276	17		1	59	74	[]	AMÂNCIO, Jessé Alves; GONÇALVES, C. A.; SILVEIRIA, C. A. C.; SIQUEIRA, P. C.; GONÇALVES, M. A.	5
5736078976141563	Corporate governance at work: the attributes and roles of boards in brazilian companies	2010		Corporate Ownership & Control (Print)	17279232	7		3	32	41	[]	MARTINS, H. C.; GONÇALVES, C. A.; PARDINI, D. J.	3
5736078976141563	Estratégia como prática: uma proposta de síntese	2010		Revista Portuguesa e Brasileira de Gestão (Rio de Janeiro)	16772067	9		1/2	2	14	['teoria da prática', 'Estratégia como prática', 'Teoria da estruturação']	ALBINO, J. C. A.; GONÇALVES, C. A.; CARRIERI, A. P.; MUNIZ, Reynaldo Maia	4
5736078976141563	Entrepreneurial potential profile measurement and it's impact on small business performance	2010		Corporate Ownership & Control (Print)	17279232	7			284	303	[]	GONÇALVES FILHO, Cid; VEIT, M. R.; SOUKI, Gustavo Quiroga; GONÇALVES, C. A.	4
5736078976141563	Antecedentes da lealdade do consumidor: estudo empírico no mercado de telefonia celular	2009		Revista de Ciências da Administração (CAD/UFSC)	15163865	11		24	136	168	[]	GONÇALVES, C. A.; GONÇALVES FILHO, Cid; FERREIRA, P. A. G.; VEIGA, Ricardo Teixeira	4
5736078976141563	Analise de estrategia de mudança da marca: um estudo da Vale	2010		Revista de Administração da UFSM	19834659	3			131	143	['Brand Equity', 'Posicionamento da marca', 'Valor da marca', 'Nova marca']	CHIABI, A. L. G.; GONÇALVES, C. A.	2
5736078976141563	A Felicidade em foco - mensurando conceito metafísico para estratégia governamental e recomendações organizacionais	2010		Revista de Administração da UFSM	19834659	3		2	269	287	['Mensuração da Felicidade', 'Qualidade de vida', 'Competitividade', 'Sustentabilidade', 'Inovação', 'Desempenho Social e Econômico']	CARVALHO, M. B.; GONÇALVES, C. A.; PARDINI, D. J.	3
5736078976141563	Modelo de avaliação da relação entre a Reputação e o Valor da Marca: Um estudo no setor automotivo	2010		Revista Ciências Administrativas (UNIFOR)	14140896	16		2	20	35	['Valor da marca', 'Identidade', 'Reputação']	OLIVEIRA, D. F.; GONÇALVES, C. A.	2
5736078976141563	Experiências Positivas e Negativas no Comportamento do Consumidor: Um Estudo no Setor Bancário Envolvendo Custos de Mudança, Comprometimento e Emoções	2010		Revista Ciências Administrativas (UNIFOR)	14140896	16		2	32	46	[]	AMARAL, M. B. F.; GONÇALVES, C. A.; REIS, M. T.	3
5736078976141563	Responsabilidade socioambiental corporativa e indicador de maturidade mediando desempenho estratégico para as organizações	2010		Revista de Ciências da Administração (CAD/UFSC)	15163865	12		26	244	269	[]	GOMES, G. A.; GONÇALVES, C. A.; PARDINI, D. J.; MUNIZ, Reynaldo Maia	4
5736078976141563	Uma Perspectiva Evolucionária das Relações entre Estratégias Corporativas e Desempenho, com a Aplicação de Redes Neurais Artificiais e Algoritmos Genéticos	2010		Revista Iberoamericana de Estratégia	21760756	9		3	32	47	['algorítmos genéticos', 'Redes neurais', 'desempenho estratégico']	GONÇALVES, C. A.; DIAS, A. T.; SOUZA, G. F. M.	3
5736078976141563	Decision Making Process and Modes of Governance: A Comparative Study Between Brazilian and British hospitals	2011		Corporate Ownership & Control (Print)	17279232	8		3	177	187	[]	GONÇALVES, M. A.; GONÇALVES, C. A.; ALEMAO, M. M.	3
5736078976141563	Parsimonious Determinants of Pre-Incubated Academic Spin-offs Initial Performance: a Configuration Perspective	2011		Journal of Technology Management & Innovation	07182724	6		2	50	65	[]	FREITAS, J. S.; GONÇALVES, C. A.; CHENG, Lin Chih; MUNIZ, Reynaldo Maia	4
5736078976141563	Política de desenvolvimento cientifico e tecnologico: qual a realidade de Minas Gerais?	2008		PERSPECT CIENC INF	19815344	5		2	151	166	['Política científica', 'Politica de desenvolvimento', 'Política tecnológica']	AGUIAR, A. C.; GONÇALVES, C. A.	2
5736078976141563	Mapeando e mensurando o grau de dependencia iinformacional interna dos profissionais de inteligencia competitiva de marketing: o caso da empresa Alfa	2011		PERSPECT CIENC INF	19815344	16		2	187	206	['Inteligência de marketing', 'Dependencia Informacional Interna']	OLIVEIRA, P. H.; GONÇALVES, C. A.; PAULA, E. A. M.	3
5736078976141563	Estrategia cooperativa em redes organizacionais: Um estudo em pólo turístico de Minas Gerais	2011		Revista Iberoamericana de Estratégia	21760756	10		2	33	55	['Cooperative Strategy', 'Organizational Networks', 'Relational Learning']	OLIVEIRA, M. F.; GONÇALVES, C. A.	2
5736078976141563	Avaliação de Projetos Sociais: A Perspectiva da Comunidade	2011		Revista Alcance (Online)	1983716X	18		4	31	44	['Evaluation', 'Social Projects', 'Community']	COELHO, M. Q.; GONÇALVES, C. A.	2
5736078976141563	As limitações dos sistemas de metas	2011		Revista de Ciências da Administração (CAD/UFSC)	15163865	13		29	112	132	['Teoria das metas', 'Sistemas de medição', 'Limites da teoria das metas']	REIS, M. T.; COUTO, J. H. S.; GONÇALVES, C. A.	3
5736078976141563	Modelo de avaliação da relação entre a reputação e o valor da marca: um estudo no setor automotivo	2011		Gestão.Org	16791827	1		9	57	85	['Brand Equity', 'Reputation', 'Identity']	TORRES, D. F.; GONÇALVES, C. A.; GOSLILNG, M.; VEIGA, R. T	4
5736078976141563	Brand Equity baseado no consumidor: Desenvolvimento e validaçao de uminstrumento de mensuração no setor automotivo	2007		Gestao e Planejamento	21788030	8		2	31	46	['Administração']	CID, G. F.; SOUKI, G. Q.; GONÇALVES, C. A.	3
5736078976141563	Governança Gestora: Uma nova concepçao na gestão de redes de pequenas e médias empresas	2010		Gestao e Planejamento	21788030	11		2	297	315	['Administração', 'Redes corporativas', 'Governança gestora', 'Teoria dos Stakeholders']	PARDINI, D. J.; ALVES, P. S. M.; GONÇALVES, C. A.	3
5736078976141563	Um estudo da correlação da satisfação do consumidor com o desempenho organizacional	2011		Gestao e Planejamento	21788030	12		1	95	111	['Modelo de satisfação ACSI modificado', 'Satisfação do consumidor', 'Desempenho organizacional']	SILVA, E. M.; GONÇALVES, C. A.	2
5736078976141563	Impactos das praticas organizacionais sobre as atitudes dos funcionarios: Um estudo empirico no setor de Telecomunicações	2009		Gestão & Planejamento (Salvador)	15169103	10		1	89	110	['Setor de Telecomunicações', 'Dimensões comportamentais', 'Ambiente organizacional']	SOUKI, G. Q.; PARDINI, D. J.; GONÇALVES, C. A.; COSTA, M. D. C.	4
5736078976141563	O processo de formulação e implementação de planejamento estratégico em instituições do setor público	2011		Revista de Administração da UFSM	19834659	4		3	458	476	['Planejamento estratégico', 'Setor público', 'Tribunais de contas']	SILVA, F. A.; GONÇALVES, C. A.	2
5736078976141563	Strategic Corporate Governance in Family Business: a study on the Board of Directors? Roles and Responsibilities	2012		Corporate Ownership & Control (Print)	17279232	9		2	25	40	['Corporate Governance', 'Board of Directors', 'Roles and Responsibilities']	MARTINS, H. C.; GONÇALVES, C. A.; GONÇALVES, M. A.; NETO, J. A. S.; MUNIZ, R. M.	5
5736078976141563	VRIO: Vantagem competitiva sustentável	2011		Revista Ciências Administrativas (UNIFOR)	14140896	17		3	819	855	['Visão Baseada em Recursos', 'VRIO', 'Desempenho superior', 'Recursos intangiveis']	GONÇALVES, C. A.; COELHO, M. F.; SOUZA, E. M.	3
5736078976141563	O fenômeno das spin-offs acadêmicas: estruturando um novo campo de pesquisa no Brasil	2011		RAI : Revista de Administração e Inovação	18092039	8		4	67	87	['Spin-off acadêmica', 'Empresa de base tecnológica']	FREITAS, J. S.; GONÇALVES, C. A.; CHENG, L. C.; MUNIZ, R. M.	4
5736078976141563	Acordo Externo de Resultados: inclusão de nova variável no modelo de gestão FHEMIG	2012		Revista médica de Minas Gerais (Belo Horizonte)	0103880X	22		2	35	49	['Custos Hospitalares', 'Analise de custos', 'Sistemas de Informações em saude']	GONÇALVES, M. A.; GONÇALVES, C. A.; CAPANEMA, F. D.; DRUMOND, H. A.; ALEMAO, M. M.; TORGA, E. M. M. F.	6
5736078976141563	Elaboração e Experimento de um Método de Marketing Viral e Database Marketing baseado em Algoritmos Genéticos	2012		Revista de Gestão & Tecnologia	21776652	12		1	151	175	['Marketing Viral', 'Database marketing', 'Descoberta de Conhecimento em Bases de Dados', 'algorítmos genéticos']	BORGES, F. R. F.; GONÇALVES, C. A.; VEIGA, R. T.; GOSLING, M.; FERNANDES, I. B.	5
5736078976141563	Redes de aprendizagem: uma proposta metodológica no ensino de acionistas e executivos	2012		Revista de Ciências da Administração (CAD/UFSC)	15163865	14		ago/2012	25	40	['redes de aprendizagem', 'educação executiva']	PARDINI, D. J.; SILVA Jr, A. B.; GONÇALVES, C. A.; MELO, P. A.	4
5736078976141563	Apresentação Do Processo De Formação Da Estratégia: Um Estudo De Caso Em Empresa Inovadora	2012		Revista de Administração da UFSM	19834659	5		3	414	437	['Visão empreendedora', 'Heurística', 'Componentização']	GOMES, D. T.; MUNIZ, R. M.; DIAS, A. T.; GONÇALVES, C. A.	4
5736078976141563	Um estudo sobre gestão do conhecimento e inovação numa empresa multinacional do setor de fast-food: O caso da Subway	2013		PERSPECT CIENC INF	19815344	18		1	86		[]	GONÇALVES, C. A.; OLIVEIRA, P. H.; PAULA, E. A. M.; ASSIS, V. C.	4
5736078976141563	O impacto da inovação e da gestão do conhecimento de marketing no desempenho de novos produtos no mercado	2012		RAI : Revista de Administração e Inovação	18092039	5		2	5		[]	GONÇALVES, C. A.; GONÇALVES FILHO, Cid; PARDINI, Daniel J.	3
5736078976141563	Os significados da virtualização do trabalho:manifestações discursivas das percepções tecnológicas, processuais e pessoais nas relações intraorganizacionais	2013		Cadernos EBAPE.BR (FGV)	16793951	11		2013	85	103	['virtualização do trabalho', 'Comportamento organizacional']	PARDINI, D. J.; GONÇALVES, C. A.; PAIVA, A. M. M.; DIAS, A. T.	4
5736078976141563	Multilevel modeling of the performance variance	2012		Revista Iberoamericana de Estratégia	21760756	11		34	97	118	[]	DIAS, Alexandre Teixeira.; GONÇALVES, C. A.; GONÇALVES, M. A.; GONÇALVES, Marcio A.	4
5736078976141563	A Dicotomia Entre Cooperação e Competição em Um Aglomerado Territorial Turístico	2013		Cultur: Revista de Cultura e Turismo	19825838	1		Fev/2013	152	170	['Redes interorganizacionais', 'Cooperação em redes', 'Aglomerados Territoriais', 'Competição']	OLIVEIRA, M. F.; GONÇALVES, C. A.	2
5736078976141563	Visão Baseada em Recursos da Inteligência Competitiva	2013		Revista de Cencias da Administração	21758077	15		35	141	151	['Vantagem competitiva', 'Inteligência Competitiva', 'Visão Baseada em Recursos']	OLIVEIRA, P. H.; GONÇALVES, C. A.; PAULA, E. A. M.	3
5736078976141563	Structuration aspects in academic spin-off emergence: A roadmap-based analysis	2013	10.1016/j.techfore.2012.04.021	Technological Forecasting & Social Change	00401625	80		6	1162	1178	['Academic spin-off', 'Roadmap', 'Causal cognitive mapping', 'Qualitative comparative analysis']	FREITAS, JONATHAN SIMÕES; GONÇALVES, CARLOS ALBERTO; CHENG, Lin Chih; MUNIZ, Reynaldo Maia	4
5736078976141563	A study of the environment as moderator of the strategy and performance relationship of Brazilian companies	2012	10.5897/ajbm12.565	African Journal of Business Management	19938233	6		39	10477	10485	[]	DIAS, ALEXANDRE TEIXEIRA; MANAGEMENT SCIENCES FACULTY, FUMEC UNIVERSITY, BRAZIL.; DE MUYLDER, CRISTIANA FERNANDES; GONÇALVES, CARLOS ALBERTO	4
5736078976141563	Como o povo decide seu voto? Um estudo de caso do comportamento do eleitor	2013		RECADM : Revista Eletrônica de Ciência Administrativa	16777387	12			1	18	['Comportamento do Eleitor', 'Voto Democrático', 'Política', 'Marketing Poítico']	SANTOS, M. F.; GONÇALVES, C. A.; GONCALVES, C.; COSTA, D. R.	4
5736078976141563	Medidas de eficiência e retorno de Investimento: um estudo nas distribuidoras de energia elétrica brasileiras com base em Data Envelopment Analysis, Índice de Malmquist e ROI	2013		Revista de Administração da UFSM	19834659	6		1	25	38	['Índice de Malmquist', 'Data Envelopement Analysis', 'ROI', 'ROI setor elétrico']	SAURIN, V.; LOPES, M.L.A; COSTA, N. C. A.; GONÇALVES, C. A.	4
5736078976141563	Sustentabilidade e Responsabilidade Social Corporativa como estratégia para a competitividade na Hotelaria	2013		Turismo e Sociedade	19835442	6		3	645	650	['Desempenho hoteleiro', 'Sustentabilidade em hotelaria', 'Competitividade no setor hoteleiro', 'Responsabilidade social']	COELHO, M. F.; GOSLILNG, M.; GONÇALVES, C. A.	3
5736078976141563	Mensuração do Mix de Marketing de Serviços, da Satisfação e da Lealdade em Clientes de um Banco de Varejo	2013		REMark. Revista Brasileira de Marketing	21775184	12		2	108	132	['Mix de Marketing', 'Serviços', 'Satisfação']	SOUZA, B. B. P.; GOSLING, M.; GONÇALVES, C. A.	3
5736078976141563	Governança de redes colobarativas publico-privado:recursos e soluçoes para demandas sociais	2013		Dom (Fundação Dom Cabral)	19808380	21		3	53		[]	MILAGRES, R.; REZENDE, O.; GONÇALVES, C. A.	3
5736078976141563	Configuração das Imagens Ideativas, Planejamento e Redução de Riscos: a implantação do Sistema ERP em um a Instituição Pública de Ensino	2013		Revista de Administração da UFSM	19834659	6		2	353	372	['Serviço Público', 'ERP', 'Planejamento estratégico']	MARTINS, H. C.; MARTINS, M. D.; MUYLDER, C. F.; GONÇALVES, C. A.; DIAS, A. T.	5
5736078976141563	Eficiência em inovação de organizações associadas à Fundação Mineira de Software	2014		RAI : Revista de Administração e Inovação	18092039	11		2	220	240	['Inovação', 'Software', 'Data Envelopment Analysis']	ALVES JUNIOR, E.; GONÇALVES, C. A.; MARTINS, H. C.	3
5736078976141563	In Your Face: uma crítica ao uso excessivo do facebook	2014		Polêm!ca	16760727	13		3	1308	1326	['Internet', 'Facebook', 'Voyeurismo', 'Redes Sociais', 'Consumo de Serviços']	BORGES, F. R. F.; FERNANDES, I. B.; VEIGA, R. T.; GONÇALVES, C. A.; GOSLING, M.	5
5736078976141563	A Água - governança pública de recursos hídricos: manifestações dos stakeholders em Minas Gerais	2013		REUNA (on line)	21798834	18		4	37	56	['Governança', 'gestão de recursos hídricos']	PARDINI, D. J.; GONÇALVES, C. A.; CAMARGOS, L. M. M.	3
5736078976141563	Refletindo sobre a Ética na Prática do Neuromarketing: a Neuroética	2014		REMark. Revista Brasileira de Marketing	21775184	13		3	49	62	['Neuroethics', 'Neuromarketing', 'Nerociências', 'Ética']	SANTOS, M. F.; GONÇALVES, C. A.; MONTEIRO, P. R. R.; GONÇALVES FILHO, Cid	4
5736078976141563	Grow or Grow: Determinant factors to continuous and sustainable growth, the UNIMED-BH Case	2014		Asian Journal of Business and Management Sciences	20472528	3		8	01	17	['Company growth', 'Superior performance', 'Organizational traits', 'Resources Based View']	GONÇALVES, C. A.; CHAVES, R. S.; SILVA, J. R.; PEREIRA, M. F.	4
5736078976141563	Teoria da complexidade: um estudo em organizações em diversas perspectivas	2014		Revista Economia & Gestão	19846606	14		36	85	112	['Teoria da Complexidade', 'Atratores', 'Sistema dinamico']	VIEIRA, E. J.; MARTINS, H. C.; GONÇALVES, C. A.	3
5736078976141563	Which clothing do I buy? A study on apparel acquisition forms oriented by brand and/or fashion	2014		Business Management Review (BMR)	20470398	3		10	27	42	['Shopping orientation', 'Apparel', 'Perceived Value']	CHRISTINO, J. M. M.; GONÇALVES, C. A.; PARDINI, D. J.; GONCALVES, C.	4
5736078976141563	Product innovation management intervention in SMEs: furniture firm cases	2014	10.15675/gepros.v9i3.1067	GEPROS. Gestão da Produção, Operações e Sistemas (Online)	19842430	9		3	111	130	['Capacidades Dinamicas', 'PMEs', 'Gestão da Inovação']	MELO FILHO, LEONEL; GONÇALVES, CARLOS ALBERTO; CHENG, LIN	3
5736078976141563	ESTRATÉGIA DE COOPERAÇÃO EM REDES: INTENÇÃO E PRÁTICA DE UM AGLOMERADO TERRITORIAL TURÍSTICO	2014	10.14210/alcance.v21n2.p234-254	Alcance (UNIVALI) (Cessou em 2007)	14132591	21		2	234	254	['Estratégia Cooperativa', 'Redes interorganizacionais', 'Aglomerados Turísticos']	OLIVEIRA, MAXIMILIANO FRANCISCO DE; GONÇALVES, CARLOS ALBERTO	2
5736078976141563	Learning in executive management education	2014		Revista Ciências Administrativas (UNIFOR)	14140896	20		1	380	404	['Management Education', 'Learn Network', 'Network Knowledge']	PARDINI, D. J.; GONÇALVES, C. A.; AZEVEDO, A. C.	3
5736078976141563	Governança e Inovação em Redes Industriais: um estudo do setor produtivo de bolsas e calçados	2014		Revista de Ciências da Administração (CAD/UFSC)	15163865	39		16	11	26	[]	ALVES, S. T. J.; GONÇALVES, C. A.; PARDINI, D. J.	3
5736078976141563	Sustentabilidade e crescimento de redes de franquia	2014		Estudo & Debate (Online)	1983036X	21		2	161	179	['Sustentabilidade', 'Crescimento', 'Redes de Franquia', 'Estratégia']	ABDALA, D. O. S.; GONÇALVES, C. A.	2
5736078976141563	Estratégia de intervenção na gestão de inovação de produtos em pmes: caso firmas de fundição	2015		Revista Gestão Industrial	18080448	11		01	92	119	['Capacidades Dinamicas', 'Gestão da Inovação']	MELO FILHO, L. R.; GONÇALVES, C. A.; CHENG, L. C.; FREITAS, L. S.	4
5736078976141563	Service platforms management strategy: case study of an interior design firm	2015	10.15675/gepros.v10i1.1205	GEPROS. Gestão da Produção, Operações e Sistemas (Online)	19842430	10		1	49	68	['Visão Baseada em Recursos', 'Marketing de serviços', 'Gestão de Plataformas']	DEL REY DE MELO FILHO, LEONEL; COELHO, MARIANA; ALBERTO GONÇALVES, CARLOS; GOSLING, Marlusa	4
5736078976141563	Retórica na construção de realidades na segurança pública: abordagens dos sistemas de Minas Gerais e São Paulo	2015	10.1590/0034-7612127741	Revista de Administração Pública (Impresso)	00347612	49		2	395	422	['Administração pública', 'Seguranca Publica', 'Estruturas organizacionais', 'Governança pública']	FONSECA, JEFERSON A.; PEREIRA, LUCIANO Z.; GONÇALVES, CARLOS A.	3
5736078976141563	Consultant-client Interaction: An analysis from the Consultants? Discursive Manifestations	2015		Australian Journal of Basic and Applied Sciences	19918178	9		02	36	48	['Management consultant', 'Organizational management', 'Client interaction']	NEVES, C. S.; PARDINI, D. J.; GONÇALVES, C. A.; ABDALA, D. O. S.	4
5736078976141563	Abordagem Estratégica de Roadmapping na Geração de Diretrizes de Inovação para Firmas de um Conglomerado Industrial	2015		Revista Iberoamericana de Estratégia	21760756	14		03	49		['Diretrizes de Inovação', 'Conglomerado Industrial', 'Centering Resonance Analysis (CRA)']	MELO FILHO, L. R.; GONÇALVES, C. A.; CHENG, L. C.; MUNIZ, R. M.	4
5736078976141563	Robustez na Análise de Dados Financeiros: análise fatorial associada a regressão em painel	2015		Revista Ciências Administrativas (UNIFOR)	14140896	21		1	163	183	['Análise fatorial', 'Regressão em Painel', 'Análise Financeira']	JANUZZI, F. V.; COELHO, M. F.; GONÇALVES, C. A.; VIEIRA, L. M.	4
5736078976141563	Corrupt Behaviors in the Finance Sector: theory, typology and control mechanisms at Brazilian banks	2015		Asian Journal of Business and Management Sciences	20472528	4		4	11	23	['Corruption', 'Finance Corruption', 'Bank Control', 'Corrupt Behaviors']	PARDINI, D. J.; GONÇALVES, C. A.; COSTA, Y. R. S.	3
